Entry,Study,Author,Study.Year,Family,W.Spp,W.Var,D.Spp,D.Var,D.Common,Life.Hist,Dom.Extent,Crop.Use,Org.Meas,Org.Use,Source,Response.Type,Response.Direction,Mean.Wild,SD.Wild,N.Wild,Mean.Dom,SD.Dom,N.Dom,Description of response variable
1296,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 116,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,7.12,1.61276,10,0.13,0.09487,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 116 and ICPL 87"
1297,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 125,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,6.51,1.45465,10,0.13,0.09487,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 125 and ICPL 87"
1298,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 130,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,9.06,2.40333,10,0.13,0.09487,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 130 and ICPL 87"
1299,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 137,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,5.54,1.35978,10,0.13,0.09487,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 137 and ICPL 87"
1300,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 141,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,5.69,1.48627,10,0.13,0.09487,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 141 and ICPL 87"
1301,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 152,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,6.41,1.32816,10,0.13,0.09487,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 152 and ICPL 87"
1302,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 278,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,9.09,1.96061,10,0.13,0.09487,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 278 and ICPL 87"
1303,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 280,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,10.57,0.91706,10,0.13,0.09487,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 280 and ICPL 87"
1304,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 281,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,8.64,2.27684,10,0.13,0.09487,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 281 and ICPL 87"
1305,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 83,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,6.97,1.17004,10,0.09,0.06325,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 83 and ICPL 86012"
1306,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 94,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,6.73,2.84605,10,0.09,0.06325,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 94 and ICPL 86012"
1307,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 116,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,7.12,1.61276,10,0.09,0.06325,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 116 and ICPL 86012"
1308,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 125,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,6.51,1.45465,10,0.09,0.06325,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 125 and ICPL 86012"
1309,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 130,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,9.06,2.40333,10,0.09,0.06325,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 130 and ICPL 86012"
1310,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 137,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,5.54,1.35978,10,0.09,0.06325,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 137 and ICPL 86012"
1311,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 141,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,5.69,1.48627,10,0.09,0.06325,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 141 and ICPL 86012"
1312,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 152,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,6.41,1.32816,10,0.09,0.06325,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 152 and ICPL 86012"
1313,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 278,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,9.09,1.96061,10,0.09,0.06325,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 278 and ICPL 86012"
1314,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 280,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,10.57,0.91706,10,0.09,0.06325,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 280 and ICPL 86012"
1315,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 281,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,8.64,2.27684,10,0.09,0.06325,10,"average density of ""type B"" glandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 281 and ICPL 86012"
1316,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 83,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,171,18.97367,10,77,6.32456,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 83 and ICPL 87"
1317,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 94,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,176,12.64911,10,77,6.32456,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 94 and ICPL 87"
1318,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 116,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,154,22.13594,10,77,6.32456,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 116 and ICPL 87"
1319,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 125,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,154,22.13594,10,77,6.32456,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 125 and ICPL 87"
1320,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 130,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,132,18.97367,10,77,6.32456,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 130 and ICPL 87"
1321,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 137,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,137,12.64911,10,77,6.32456,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 137 and ICPL 87"
1322,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 141,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,130,15.81139,10,77,6.32456,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 141 and ICPL 87"
1323,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 152,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,162,15.81139,10,77,6.32456,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 152 and ICPL 87"
1324,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 278,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,155,18.97367,10,77,6.32456,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 278 and ICPL 87"
1325,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 280,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,175,18.97367,10,77,6.32456,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 280 and ICPL 87"
1326,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 281,Cajanus_cajan,ICPL 87,pigeon pea,wp,m,l,fr,h,t6,phys,0,150,18.97367,10,77,6.32456,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 281 and ICPL 87"
1327,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 83,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,171,18.97367,10,72,12.64911,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 83 and ICPL 86012"
1328,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 94,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,176,12.64911,10,72,12.64911,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 94 and ICPL 86012"
1329,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 116,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,154,22.13594,10,72,12.64911,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 116 and ICPL 86012"
1330,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 125,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,154,22.13594,10,72,12.64911,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 125 and ICPL 86012"
1331,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 130,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,132,18.97367,10,72,12.64911,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 130 and ICPL 86012"
1332,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 137,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,137,12.64911,10,72,12.64911,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 137 and ICPL 86012"
1333,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 141,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,130,15.81139,10,72,12.64911,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 141 and ICPL 86012"
1334,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 152,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,162,15.81139,10,72,12.64911,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 152 and ICPL 86012"
1335,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 278,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,155,18.97367,10,72,12.64911,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 278 and ICPL 86012"
1336,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 280,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,175,18.97367,10,72,12.64911,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 280 and ICPL 86012"
1337,57,Romeis et al,1999,Fabaceae,Cajanus_scarabaeoides,ICPW 281,Cajanus_cajan,ICPL 86012,pigeon pea,wp,m,l,fr,h,t6,phys,0,150,18.97367,10,72,12.64911,10,"average density of ""type C"" nonglandular trichomes (number/mm^-2) on pods of greenhouse-collected ICPW 281 and ICPL 86012"
1338,58,Turcotte et al,2014,Amaranthaceae,Amaranthus_hybridus,PI 658727,Amaranthus_cruentus,PI 658727,amaranth,ha,nr,g,l,nh,raw data,herb.perform,1,1,0,6,0.944444444,0.13608,6,Caterpillar survival (proportion)
1339,58,Turcotte et al,2014,Amaranthaceae,Chenopodium_album,PI 658737; PI 658738,Chenopodium_quinoa,Dave #407,quinoa,ha,nr,g,l,nh,raw data,herb.perform,1,0.888888889,0.17213,6,0.888888889,0.17213,6,Caterpillar survival (proportion)
1340,58,Turcotte et al,2014,Amaranthaceae,Beta_vulgaris maritima,PI 540598; PI 540601,Beta_vulgaris,Detroit Dark Red (1892),beet,hp,m,v,l,nh,raw data,herb.perform,1,0.5,0.40825,6,0.833333333,0.27889,6,Caterpillar survival (proportion)
1341,58,Turcotte et al,2014,Amaryllidaceae,Allium_vavilovii,PI 281727,Allium_cepa,White Sweet Spanish,onion,hp,m,v,l,nh,raw data,herb.perform,1,0.333333333,0.42164,6,0.388888889,0.38968,6,Caterpillar survival (proportion)
1342,58,Turcotte et al,2014,Apiaceae,Daucus_carota,Catalogne race delta PI 478878,Daucus_carota,Imperator,carrot,hp,m,v,l,nh,raw data,herb.perform,1,0.888888889,0.27217,6,0.833333333,0.18257,6,Caterpillar survival (proportion)
1343,58,Turcotte et al,2014,Asteraceae,Cichorium_intybus,Wild collected,Cichorium_intybus,PI 651937,chickory,hp,nr,nf,l,nh,raw data,herb.perform,1,0.388888889,0.49065,6,0.5,0.19245,4,Caterpillar survival (proportion)
1344,58,Turcotte et al,2014,Asteraceae,Lactuca_serriola,PI 667819,Lactuca_sativa,Iceburg,lettuce,ha,m,v,l,h,raw data,herb.perform,1,0,0,6,0.666666667,0.21082,6,Caterpillar survival (proportion)
1345,58,Turcotte et al,2014,Asteraceae,Carthamus_palaestinus,PI 235663,Carthamus_tinctorius,WT-5 2006,safflower,ha,nr,o,l,nh,raw data,herb.perform,1,1,0.1,6,1,0.1,5,Caterpillar survival (proportion)
1346,58,Turcotte et al,2014,Brassicaceae,Brassica_tournefortii,PI 426414,Brassica_napus,nr,rapeseed,ha,nr,o,l,nh,raw data,herb.perform,1,0.722222222,0.44305,6,0.666666667,0.36515,6,Caterpillar survival (proportion)
1347,58,Turcotte et al,2014,Brassicaceae,Raphanus_raphanistrum,nr,Raphanus_sativus,Sparkler White Tip,radish,ha,m,v,l,nh,raw data,herb.perform,1,0.944444444,0.13608,6,0.944444444,0.13608,6,Caterpillar survival (proportion)
1348,58,Turcotte et al,2014,Convolvulaceae,Ipomoea_trifida,PI 618966,Ipomoea_batatas,PI 531122 Jewel,sweet potato,hp,nr,v,l,nh,raw data,herb.perform,1,0.777777778,0.40369,6,0.944444444,0.13608,6,Caterpillar survival (proportion)
1349,58,Turcotte et al,2014,Cucurbitaceae,Cucumis_sativus hardwickii,PI 504564,Cucumis_sativus,Market-more,cucumber,ha,m,v,l,nh,raw data,herb.perform,1,0.666666667,0.42164,6,0.611111111,0.38968,6,Caterpillar survival (proportion)
1350,58,Turcotte et al,2014,Fabaceae,Cicer_reticulatum,PI 593709; PI 510656; PI 599072,Cicer_arietinum,CN 114662 CDC Anna,chickpea,ha,nr,l,l,nh,raw data,herb.perform,1,0.555555556,0.27217,6,0.833333333,0.18257,6,Caterpillar survival (proportion)
1351,58,Turcotte et al,2014,Fabaceae,Phaseolus_vulgaris,aborigineus- PI 535411; PI 535422; PI 535416,Phaseolus_vulgaris,Stringless green,common bean,ha,m,l,l,nh,raw data,herb.perform,1,0.722222222,0.44305,6,0.444444444,0.17213,6,Caterpillar survival (proportion)
1352,58,Turcotte et al,2014,Fabaceae,Pisum_sativum elatius,W6 15044; W6 15010; W6 15008; PI 505059; PI 639959,Pisum_sativum,Green Arrow,pea,ha,m,l,l,nh,raw data,herb.perform,1,0.857142857,0.37796,7,0.944444444,0.13608,6,Caterpillar survival (proportion)
1353,58,Turcotte et al,2014,Fabaceae,Glycine_soja,Identity: 0093,Glycine_max,Grand Forks,soybean,ha,m,l,l,nh,raw data,herb.perform,1,0.944444444,0.13608,6,0.944444444,0.13608,6,Caterpillar survival (proportion)
1354,58,Turcotte et al,2014,Linaceae,Linum_bienne,PI 650308,Linum_usitatissimum,S2700G,flax,ha,nr,o,l,nh,raw data,herb.perform,1,0.733333333,0.14907,5,0.944444444,0.13608,6,Caterpillar survival (proportion)
1355,58,Turcotte et al,2014,Poaceae,Zea_mays,parviglumis Ames 21798,Zea_mays,Sunnyvee,maize,ha,m,g,l,nh,raw data,herb.perform,1,0.944444444,0.13608,6,0.833333333,0.18257,6,Caterpillar survival (proportion)
1356,58,Turcotte et al,2014,Poaceae,Triticum_monococcum aegilopoides,PI 654312 to PI 654326,Triticum_monococcum,PI 428155 to PI 428164,einkorn wheat,ha,nr,g,l,nh,raw data,herb.perform,1,0.428571429,0.16265,7,0.777777778,0.27217,6,Caterpillar survival (proportion)
1357,58,Turcotte et al,2014,Poaceae,Setaria_italica viridis,Ames 21520,Setaria_italica,nr,foxtail millet,ha,nr,g,l,nh,raw data,herb.perform,1,0.866666667,0.18257,5,0.888888889,0.17213,6,Caterpillar survival (proportion)
1358,58,Turcotte et al,2014,Poaceae,Avena_sterilis,CN 3653 Australian 2651,Avena_sativa,nr,oat,ha,nr,g,l,nh,raw data,herb.perform,1,0.944444444,0.13608,6,0.944444444,0.13608,6,Caterpillar survival (proportion)
1359,58,Turcotte et al,2014,Poaceae,Pennisetum_violaceum,CN 87824 S-88-197,Pennisetum_glaucum,CN 84424 IDC 423 ,pearl millet,ha,nr,g,l,nh,raw data,herb.perform,1,0.866666667,0.18257,5,0.888888889,0.17213,6,Caterpillar survival (proportion)
1360,58,Turcotte et al,2014,Solanaceae,Capsicum_annuum glabriusculum,PI 593491,Capsicum_annuum,Yankee Bell,bell pepper,hp,m,v,l,nh,raw data,herb.perform,1,0.055555556,0.13608,6,0.8,0.18257,5,Caterpillar survival (proportion)
1361,58,Turcotte et al,2014,Solanaceae,Solanum_candolleanum,PI 498226; PI 498227,Solanum_tuberosum,"Female Norvalley, Male Atlantic",potato,hp,nr,v,l,nh,raw data,herb.perform,1,0.666666667,0.40825,5,1,0,6,Caterpillar survival (proportion)
1362,58,Turcotte et al,2014,Solanaceae,Nicotiana_sylvestris,Only the lonely,Nicotiana_tabacum,Xanthi,tobacco,ha,nr,nf,l,h,raw data,herb.perform,1,0.047619048,0.12599,7,0,0,6,Caterpillar survival (proportion)
1363,58,Turcotte et al,2014,Solanaceae,Solanum_pimpinellifolium,LA 2533,Solanum_lycopersicum,Brandywine,tomato,ha,m,v,l,nh,raw data,herb.perform,1,0.722222222,0.32773,6,0.333333333,0.36515,6,Caterpillar survival (proportion)
1364,58,Turcotte et al,2014,Poaceae,Echinochloa_crus-galli,PI 211025,Echinochloa_esculenta,PI 647850,japanese barnyard millet,ha,nr,g,l,nh,raw data,herb.perform,1,0.722222222,0.44305,6,0.833333333,0.18257,6,Caterpillar survival (proportion)
1365,58,Turcotte et al,2014,Poaceae,Echinochloa_colona,PI 647849,Echinochloa_frumentacea,PI 183332,indian barnyard millet,ha,nr,g,l,nh,raw data,herb.perform,1,0.777777778,0.17213,6,0.888888889,0.17213,6,Caterpillar survival (proportion)
1366,58,Turcotte et al,2014,Amaranthaceae,Amaranthus_hybridus,PI 658727,Amaranthus_cruentus,PI 658727,amaranth,ha,nr,g,l,nh,raw data,herb.perform,1,4.669097448,0.3942,6,4.1596315,0.95623,6,log 10 of Caterpillar weight (mg)
1367,58,Turcotte et al,2014,Amaranthaceae,Chenopodium_album,PI 658737; PI 658738,Chenopodium_quinoa,Dave #407,quinoa,ha,nr,g,l,nh,raw data,herb.perform,1,4.366021118,0.33151,6,4.742765565,0.47233,6,log 10 of Caterpillar weight (mg)
1368,58,Turcotte et al,2014,Amaranthaceae,Beta_vulgaris maritima,PI 540598; PI 540601,Beta_vulgaris,Detroit Dark Red (1892),beet,hp,m,v,l,nh,raw data,herb.perform,1,3.067674443,0.91653,6,4.497085603,0.87699,6,log 10 of Caterpillar weight (mg)
1369,58,Turcotte et al,2014,Amaryllidaceae,Allium_vavilovii,PI 281727,Allium_cepa,White Sweet Spanish,onion,hp,m,v,l,nh,raw data,herb.perform,1,3.642687073,0.69762,6,3.823148353,0.24312,6,log 10 of Caterpillar weight (mg)
1370,58,Turcotte et al,2014,Apiaceae,Daucus_carota,Catalogne race delta PI 478878,Daucus_carota,Imperator,carrot,hp,m,v,l,nh,raw data,herb.perform,1,3.945994076,0.78885,6,3.99263031,0.44562,6,log 10 of Caterpillar weight (mg)
1371,58,Turcotte et al,2014,Asteraceae,Cichorium_intybus,Wild collected,Cichorium_intybus,PI 651937,chickory,hp,nr,nf,l,nh,raw data,herb.perform,1,1.086399634,0.81495,6,1.922397411,1.53277,4,log 10 of Caterpillar weight (mg)
1372,58,Turcotte et al,2014,Asteraceae,Lactuca_serriola,PI 667819,Lactuca_sativa,Iceburg,lettuce,ha,m,v,l,h,raw data,herb.perform,1,0,0,6,2.354580104,0.65711,6,log 10 of Caterpillar weight (mg)
1373,58,Turcotte et al,2014,Asteraceae,Carthamus_palaestinus,PI 235663,Carthamus_tinctorius,WT-5 2006,safflower,ha,nr,o,l,nh,raw data,herb.perform,1,4.183180035,0.31414,6,3.226030077,0.88965,5,log 10 of Caterpillar weight (mg)
1374,58,Turcotte et al,2014,Brassicaceae,Brassica_tournefortii,PI 426414,Brassica_napus,nr,rapeseed,ha,nr,o,l,nh,raw data,herb.perform,1,2.586969758,0.32741,6,4.856309304,0.33864,6,log 10 of Caterpillar weight (mg)
1375,58,Turcotte et al,2014,Brassicaceae,Raphanus_raphanistrum,nr,Raphanus_sativus,Sparkler White Tip,radish,ha,m,v,l,nh,raw data,herb.perform,1,4.077312275,0.36052,6,3.724917133,0.73168,6,log 10 of Caterpillar weight (mg)
1376,58,Turcotte et al,2014,Convolvulaceae,Ipomoea_trifida,PI 618966,Ipomoea_batatas,PI 531122 Jewel,sweet potato,hp,nr,v,l,nh,raw data,herb.perform,1,2.896052417,0.49307,6,3.257372043,1.0211,6,log 10 of Caterpillar weight (mg)
1377,58,Turcotte et al,2014,Cucurbitaceae,Cucumis_sativus hardwickii,PI 504564,Cucumis_sativus,Market-more,cucumber,ha,m,v,l,nh,raw data,herb.perform,1,1.26508037,0.46494,6,1.682141471,0.42262,6,log 10 of Caterpillar weight (mg)
1378,58,Turcotte et al,2014,Fabaceae,Cicer_reticulatum,PI 593709; PI 510656; PI 599072,Cicer_arietinum,CN 114662 CDC Anna,chickpea,ha,nr,l,l,nh,raw data,herb.perform,1,2.276011848,1.54586,6,3.880412104,0.58677,6,log 10 of Caterpillar weight (mg)
1379,58,Turcotte et al,2014,Fabaceae,Phaseolus_vulgaris,aborigineus- PI 535411; PI 535422; PI 535416,Phaseolus_vulgaris,Stringless green,common bean,ha,m,l,l,nh,raw data,herb.perform,1,2.837870842,0.62527,6,1.524960236,0.95588,6,log 10 of Caterpillar weight (mg)
1380,58,Turcotte et al,2014,Fabaceae,Pisum_sativum elatius,W6 15044; W6 15010; W6 15008; PI 505059; PI 639959,Pisum_sativum,Green Arrow,pea,ha,m,l,l,nh,raw data,herb.perform,1,4.474040387,0.46954,7,4.000459783,1.35616,6,log 10 of Caterpillar weight (mg)
1381,58,Turcotte et al,2014,Fabaceae,Glycine_soja,Identity: 0093,Glycine_max,Grand Forks,soybean,ha,m,l,l,nh,raw data,herb.perform,1,3.660200529,0.56115,6,4.12404466,0.35119,6,log 10 of Caterpillar weight (mg)
1382,58,Turcotte et al,2014,Linaceae,Linum_bienne,PI 650308,Linum_usitatissimum,S2700G,flax,ha,nr,o,l,nh,raw data,herb.perform,1,2.635855367,0.96405,5,4.600855586,0.41804,6,log 10 of Caterpillar weight (mg)
1383,58,Turcotte et al,2014,Poaceae,Zea_mays,parviglumis Ames 21798,Zea_mays,Sunnyvee,maize,ha,m,g,l,nh,raw data,herb.perform,1,4.447283541,0.70149,6,4.154732539,1.09473,6,log 10 of Caterpillar weight (mg)
1384,58,Turcotte et al,2014,Poaceae,Triticum_monococcum aegilopoides,PI 654312 to PI 654326,Triticum_monococcum,PI 428155 to PI 428164,einkorn wheat,ha,nr,g,l,nh,raw data,herb.perform,1,3.058723928,0.90468,7,3.024552376,0.36845,6,log 10 of Caterpillar weight (mg)
1385,58,Turcotte et al,2014,Poaceae,Setaria_italica viridis,Ames 21520,Setaria_italica,nr,foxtail millet,ha,nr,g,l,nh,raw data,herb.perform,1,3.716152361,0.47924,5,4.373207674,0.47292,6,log 10 of Caterpillar weight (mg)
1386,58,Turcotte et al,2014,Poaceae,Avena_sterilis,CN 3653 Australian 2651,Avena_sativa,nr,oat,ha,nr,g,l,nh,raw data,herb.perform,1,3.837780959,0.56114,6,3.89868521,0.88591,6,log 10 of Caterpillar weight (mg)
1387,58,Turcotte et al,2014,Poaceae,Pennisetum_violaceum,CN 87824 S-88-197,Pennisetum_glaucum,CN 84424 IDC 423 ,pearl millet,ha,nr,g,l,nh,raw data,herb.perform,1,3.061615799,1.21082,5,2.63625659,1.17855,5,log 10 of Caterpillar weight (mg)
1388,58,Turcotte et al,2014,Solanaceae,Solanum_candolleanum,PI 498226; PI 498227,Solanum_tuberosum,"Female Norvalley, Male Atlantic",potato,hp,nr,v,l,nh,raw data,herb.perform,1,2.459366135,0.61819,5,2.975492322,0.8742,6,log 10 of Caterpillar weight (mg)
1389,58,Turcotte et al,2014,Solanaceae,Solanum_pimpinellifolium,LA 2533,Solanum_lycopersicum,Brandywine,tomato,ha,m,v,l,nh,raw data,herb.perform,1,3.777895053,0.61319,6,0.906494141,0.55362,6,log 10 of Caterpillar weight (mg)
