Entry,Study,Author,Study.Year,Family,W.Spp,W.Var,D.Spp,D.Var,D.Common,Life.Hist,Dom.Extent,Crop.Use,Org.Meas,Org.Use,Source,Response.Type,Response.Direction,Mean.Wild,SD.Wild,N.Wild,Mean.Dom,SD.Dom,N.Dom,Description of response variable
1390,58,Turcotte et al,2014,Poaceae,Echinochloa_crus-galli,PI 211025,Echinochloa_esculenta,PI 647850,japanese barnyard millet,ha,nr,g,l,nh,raw data,herb.perform,1,3.266497791,1.09448,6,3.20329388,0.76457,6,log 10 of Caterpillar weight (mg)
1391,58,Turcotte et al,2014,Poaceae,Echinochloa_colona,PI 647849,Echinochloa_frumentacea,PI 183332,indian barnyard millet,ha,nr,g,l,nh,raw data,herb.perform,1,2.955184004,0.81333,6,2.904340935,0.48807,6,log 10 of Caterpillar weight (mg)
1420,58,Turcotte et al,2014,Amaranthaceae,Amaranthus_hybridus,PI 658727,Amaranthus_cruentus,PI 658727,amaranth,ha,nr,g,l,nh,raw data,herb.perform,1,164.5,96.84988,6,270.8333333,303.71,6, log 10 of Number of aphids
1421,58,Turcotte et al,2014,Amaranthaceae,Chenopodium_album,PI 658737; PI 658738,Chenopodium_quinoa,Dave #407,quinoa,ha,nr,g,l,nh,raw data,herb.perform,1,16.14285714,21.28715,7,847.1428571,566.82579,7, log 10 of Number of aphids
1422,58,Turcotte et al,2014,Amaranthaceae,Beta_vulgaris maritima,PI 540598; PI 540601,Beta_vulgaris,Detroit Dark Red (1892),beet,hp,m,v,l,nh,raw data,herb.perform,1,152.7142857,164.748,7,286.1428571,187.76885,7, log 10 of Number of aphids
1423,58,Turcotte et al,2014,Apiaceae,Daucus_carota,Catalogne race delta PI 478878,Daucus_carota,Imperator,carrot,hp,m,v,l,nh,raw data,herb.perform,1,866.8571429,707.93277,7,525.75,628.53182,4, log 10 of Number of aphids
1424,58,Turcotte et al,2014,Asteraceae,Cichorium_intybus,Wild collected,Cichorium_intybus,PI 651937,chickory,hp,nr,nf,l,nh,raw data,herb.perform,1,212.4285714,155.28346,7,460.8571429,373.29587,7, log 10 of Number of aphids
1425,58,Turcotte et al,2014,Asteraceae,Lactuca_serriola,PI 667819,Lactuca_sativa,Iceburg,lettuce,ha,m,v,l,h,raw data,herb.perform,1,138.8333333,151.53536,6,7.571428571,12.59441,7, log 10 of Number of aphids
1426,58,Turcotte et al,2014,Asteraceae,Carthamus_palaestinus,PI 235663,Carthamus_tinctorius,WT-5 2006,safflower,ha,nr,o,l,nh,raw data,herb.perform,1,96.5,63.88975,6,336.5,107.6341,6, log 10 of Number of aphids
1427,58,Turcotte et al,2014,Brassicaceae,Brassica_tournefortii,PI 426414,Brassica_napus,nr,rapeseed,ha,nr,o,l,nh,raw data,herb.perform,1,2916.857143,1135.07598,7,2652.285714,1285.95616,7, log 10 of Number of aphids
1428,58,Turcotte et al,2014,Brassicaceae,Raphanus_raphanistrum,nr,Raphanus_sativus,Sparkler White Tip,radish,ha,m,v,l,nh,raw data,herb.perform,1,1535.4,621.90096,5,3237.571429,2002.95148,7, log 10 of Number of aphids
1429,58,Turcotte et al,2014,Convolvulaceae,Ipomoea_trifida,PI 618966,Ipomoea_batatas,PI 531122 Jewel,sweet potato,hp,nr,v,l,nh,raw data,herb.perform,1,221.8333333,255.79243,6,317.6666667,345.90326,6, log 10 of Number of aphids
1430,58,Turcotte et al,2014,Fabaceae,Phaseolus_vulgaris,aborigineus- PI 535411; PI 535422; PI 535416,Phaseolus_vulgaris,Stringless green,common bean,ha,m,l,l,nh,raw data,herb.perform,1,8.857142857,20.84409,7,0,0,7, log 10 of Number of aphids
1431,58,Turcotte et al,2014,Fabaceae,Pisum_sativum elatius,W6 15044; W6 15010; W6 15008; PI 505059; PI 639959,Pisum_sativum,Green Arrow,pea,ha,m,l,l,nh,raw data,herb.perform,1,93.57142857,114.36179,7,835.5714286,602.87198,7, log 10 of Number of aphids
1432,58,Turcotte et al,2014,Fabaceae,Glycine_soja,Identity: 0093,Glycine_max,Grand Forks,soybean,ha,m,l,l,nh,raw data,herb.perform,1,21.42857143,38.98657,7,0,0,7, log 10 of Number of aphids
1433,58,Turcotte et al,2014,Linaceae,Linum_bienne,PI 650308,Linum_usitatissimum,S2700G,flax,ha,nr,o,l,nh,raw data,herb.perform,1,0,0,5,0.285714286,0.75593,7, log 10 of Number of aphids
1434,58,Turcotte et al,2014,Poaceae,Zea_mays,parviglumis Ames 21798,Zea_mays,Sunnyvee,maize,ha,m,g,l,nh,raw data,herb.perform,1,183.5714286,101.7642,7,327.4285714,110.50469,7, log 10 of Number of aphids
1435,58,Turcotte et al,2014,Poaceae,Triticum_monococcum aegilopoides,PI 654312 to PI 654326,Triticum_monococcum,PI 428155 to PI 428164,einkorn wheat,ha,nr,g,l,nh,raw data,herb.perform,1,2,5.2915,7,0,0,7, log 10 of Number of aphids
1436,58,Turcotte et al,2014,Poaceae,Avena_sterilis,CN 3653 Australian 2651,Avena_sativa,nr,oat,ha,nr,g,l,nh,raw data,herb.perform,1,53,47.58501,7,112.5714286,116.31402,7, log 10 of Number of aphids
1437,58,Turcotte et al,2014,Poaceae,Pennisetum_violaceum,CN 87824 S-88-197,Pennisetum_glaucum,CN 84424 IDC 423 ,pearl millet,ha,nr,g,l,nh,raw data,herb.perform,1,120.8571429,89.84325,7,303.4285714,207.11338,7, log 10 of Number of aphids
1438,58,Turcotte et al,2014,Solanaceae,Capsicum_annuum glabriusculum,PI 593491,Capsicum_annuum,Yankee Bell,bell pepper,hp,m,v,l,nh,raw data,herb.perform,1,1022,659.37819,6,1918.142857,1310.53125,7, log 10 of Number of aphids
1439,58,Turcotte et al,2014,Solanaceae,Solanum_candolleanum,PI 498226; PI 498227,Solanum_tuberosum,"Female Norvalley, Male Atlantic",potato,hp,nr,v,l,nh,raw data,herb.perform,1,456.3333333,138.17332,6,550.8333333,355.82941,6, log 10 of Number of aphids
1440,58,Turcotte et al,2014,Solanaceae,Nicotiana_sylvestris,Only the lonely,Nicotiana_tabacum,Xanthi,tobacco,ha,nr,nf,l,h,raw data,herb.perform,1,957.4285714,548.90311,7,2082.571429,1606.03268,7, log 10 of Number of aphids
1441,58,Turcotte et al,2014,Solanaceae,Solanum_pimpinellifolium,LA 2533,Solanum_lycopersicum,Brandywine,tomato,ha,m,v,l,nh,raw data,herb.perform,1,42.14285714,66.94881,7,3.285714286,3.59232,7, log 10 of Number of aphids
1442,58,Turcotte et al,2014,Malvaceae,Abelmoschus_tuberculatu,PI 639677; PI 639678,Abelmoschus_esculentus,PI 489794; PI 489854,okra,ha,nr,v,l,nh,raw data,herb.perform,1,521.7142857,320.00141,7,725.2,517.13896,5, log 10 of Number of aphids
1443,58,Turcotte et al,2014,Poaceae,Echinochloa_crus-galli,PI 211025,Echinochloa_esculenta,PI 647850,japanese barnyard millet,ha,nr,g,l,nh,raw data,herb.perform,1,2,2.44949,6,15.42857143,24.99238,7, log 10 of Number of aphids
1444,58,Turcotte et al,2014,Poaceae,Echinochloa_colona,PI 647849,Echinochloa_frumentacea,PI 183332,indian barnyard millet,ha,nr,g,l,nh,raw data,herb.perform,1,33.42857143,64.66028,7,5.714285714,7.22759,7, log 10 of Number of aphids
1474,58,Turcotte et al,2014,Amaranthaceae,Amaranthus_hybridus,PI 658727,Amaranthus_cruentus,PI 658727,amaranth,ha,nr,g,l,nh,raw data,phys,0,130,25.44602,6,111.6666667,45.21246,6,Leaf Toughness (g)
1475,58,Turcotte et al,2014,Amaranthaceae,Chenopodium_album,PI 658737; PI 658738,Chenopodium_quinoa,Dave #407,quinoa,ha,nr,g,l,nh,raw data,phys,0,86.66666667,18.55173,6,62.08333333,21.1788,6,Leaf Toughness (g)
1476,58,Turcotte et al,2014,Amaranthaceae,Beta_vulgaris maritima,PI 540598; PI 540601,Beta_vulgaris,Detroit Dark Red (1892),beet,hp,m,v,l,nh,raw data,phys,0,117.9166667,20.88161,6,90.41666667,31.36147,6,Leaf Toughness (g)
1477,58,Turcotte et al,2014,Amaryllidaceae,Allium_vavilovii,PI 281727,Allium_cepa,White Sweet Spanish,onion,hp,m,v,l,nh,raw data,phys,0,352.0833333,36.92617,6,321.6666667,28.62109,6,Leaf Toughness (g)
1478,58,Turcotte et al,2014,Asteraceae,Cichorium_intybus,Wild collected,Cichorium_intybus,PI 651937,chickory,hp,nr,nf,l,nh,raw data,phys,0,158.75,22.73489,6,128.3333333,38.58972,6,Leaf Toughness (g)
1479,58,Turcotte et al,2014,Asteraceae,Lactuca_serriola,PI 667819,Lactuca_sativa,Iceburg,lettuce,ha,m,v,l,h,raw data,phys,0,102.0833333,11.98089,6,105.4166667,29.00072,6,Leaf Toughness (g)
1480,58,Turcotte et al,2014,Asteraceae,Carthamus_palaestinus,PI 235663,Carthamus_tinctorius,WT-5 2006,safflower,ha,nr,o,l,nh,raw data,phys,0,87.08333333,23.2065,6,122.9166667,20.5193,6,Leaf Toughness (g)
1481,58,Turcotte et al,2014,Brassicaceae,Brassica_tournefortii,PI 426414,Brassica_napus,nr,rapeseed,ha,nr,o,l,nh,raw data,phys,0,69.58333333,33.927,6,140.4166667,22.04635,6,Leaf Toughness (g)
1482,58,Turcotte et al,2014,Brassicaceae,Raphanus_raphanistrum,nr,Raphanus_sativus,Sparkler White Tip,radish,ha,m,v,l,nh,raw data,phys,0,64.16666667,8.31665,6,56.25,18.62458,6,Leaf Toughness (g)
1483,58,Turcotte et al,2014,Convolvulaceae,Ipomoea_trifida,PI 618966,Ipomoea_batatas,PI 531122 Jewel,sweet potato,hp,nr,v,l,nh,raw data,phys,0,59.16666667,18.686,6,49.58333333,6.00347,6,Leaf Toughness (g)
1484,58,Turcotte et al,2014,Cucurbitaceae,Cucumis_sativus hardwickii,PI 504564,Cucumis_sativus,Market-more,cucumber,ha,m,v,l,nh,raw data,phys,0,56.66666667,9.83192,6,115.8333333,11.90238,6,Leaf Toughness (g)
1485,58,Turcotte et al,2014,Fabaceae,Cicer_reticulatum,PI 593709; PI 510656; PI 599072,Cicer_arietinum,CN 114662 CDC Anna,chickpea,ha,nr,l,l,nh,raw data,phys,0,66.66666667,6.45497,6,45,10.95445,6,Leaf Toughness (g)
1486,58,Turcotte et al,2014,Fabaceae,Phaseolus_vulgaris,aborigineus- PI 535411; PI 535422; PI 535416,Phaseolus_vulgaris,Stringless green,common bean,ha,m,l,l,nh,raw data,phys,0,55,11.18034,6,67.08333333,7.65125,6,Leaf Toughness (g)
1487,58,Turcotte et al,2014,Fabaceae,Pisum_sativum elatius,W6 15044; W6 15010; W6 15008; PI 505059; PI 639959,Pisum_sativum,Green Arrow,pea,ha,m,l,l,nh,raw data,phys,0,72.08333333,10.65559,6,52.5,14.8324,6,Leaf Toughness (g)
1488,58,Turcotte et al,2014,Fabaceae,Glycine_soja,Identity: 0093,Glycine_max,Grand Forks,soybean,ha,m,l,l,nh,raw data,phys,0,48.33333333,16.78293,6,73.75,12.72301,6,Leaf Toughness (g)
1489,58,Turcotte et al,2014,Poaceae,Zea_mays,parviglumis Ames 21798,Zea_mays,Sunnyvee,maize,ha,m,g,l,nh,raw data,phys,0,122.5,38.01316,6,145,18.43909,6,Leaf Toughness (g)
1490,58,Turcotte et al,2014,Poaceae,Triticum_monococcum aegilopoides,PI 654312 to PI 654326,Triticum_monococcum,PI 428155 to PI 428164,einkorn wheat,ha,nr,g,l,nh,raw data,phys,0,291.6666667,43.49329,6,227.9166667,36.8584,6,Leaf Toughness (g)
1491,58,Turcotte et al,2014,Poaceae,Setaria_italica viridis,Ames 21520,Setaria_italica,nr,foxtail millet,ha,nr,g,l,nh,raw data,phys,0,96.25,35.52288,6,138.75,59.86965,6,Leaf Toughness (g)
1492,58,Turcotte et al,2014,Poaceae,Avena_sterilis,CN 3653 Australian 2651,Avena_sativa,nr,oat,ha,nr,g,l,nh,raw data,phys,0,242.9166667,50.73009,6,260,33.20392,6,Leaf Toughness (g)
1493,58,Turcotte et al,2014,Poaceae,Pennisetum_violaceum,CN 87824 S-88-197,Pennisetum_glaucum,CN 84424 IDC 423 ,pearl millet,ha,nr,g,l,nh,raw data,phys,0,192.5,38.40573,6,247.0833333,110.05018,6,Leaf Toughness (g)
1494,58,Turcotte et al,2014,Solanaceae,Capsicum_annuum glabriusculum,PI 593491,Capsicum_annuum,Yankee Bell,bell pepper,hp,m,v,l,nh,raw data,phys,0,53.33333333,12.61613,6,100.4166667,23.68632,6,Leaf Toughness (g)
1495,58,Turcotte et al,2014,Solanaceae,Solanum_candolleanum,PI 498226; PI 498227,Solanum_tuberosum,"Female Norvalley, Male Atlantic",potato,hp,nr,v,l,nh,raw data,phys,0,93,30.27994,6,87.5,42.48529,6,Leaf Toughness (g)
1496,58,Turcotte et al,2014,Solanaceae,Nicotiana_sylvestris,Only the lonely,Nicotiana_tabacum,Xanthi,tobacco,ha,nr,nf,l,h,raw data,phys,0,109.5833333,10.41833,6,89.16666667,12.00694,6,Leaf Toughness (g)
1497,58,Turcotte et al,2014,Solanaceae,Solanum_pimpinellifolium,LA 2533,Solanum_lycopersicum,Brandywine,tomato,ha,m,v,l,nh,raw data,phys,0,32.91666667,4.0052,6,85,12.5499,6,Leaf Toughness (g)
1498,58,Turcotte et al,2014,Poaceae,Echinochloa_crus-galli,PI 211025,Echinochloa_esculenta,PI 647850,japanese barnyard millet,ha,nr,g,l,nh,raw data,phys,0,89.16666667,9.44281,6,120,16.80774,6,Leaf Toughness (g)
1499,58,Turcotte et al,2014,Poaceae,Echinochloa_colona,PI 647849,Echinochloa_frumentacea,PI 183332,indian barnyard millet,ha,nr,g,l,nh,raw data,phys,0,183.75,57.89538,6,134.1666667,28.18096,6,Leaf Toughness (g)
1500,58,Turcotte et al,2014,Amaranthaceae,Amaranthus_hybridus,PI 658727,Amaranthus_cruentus,PI 658727,amaranth,ha,nr,g,l,nh,raw data,phys,0,1.443320691,0.64142,6,1.422250316,0.97168,6,Density of Trichomes (trichomes mm^-2)
1501,58,Turcotte et al,2014,Amaranthaceae,Chenopodium_album,PI 658737; PI 658738,Chenopodium_quinoa,Dave #407,quinoa,ha,nr,g,l,nh,raw data,phys,0,28.23430257,11.46544,6,1.780446692,0.70776,6,Density of Trichomes (trichomes mm^-2)
1502,58,Turcotte et al,2014,Amaranthaceae,Beta_vulgaris maritima,PI 540598; PI 540601,Beta_vulgaris,Detroit Dark Red (1892),beet,hp,m,v,l,nh,raw data,phys,0,0.052675938,0.06215,6,0,0,6,Density of Trichomes (trichomes mm^-2)
1503,58,Turcotte et al,2014,Apiaceae,Daucus_carota,Catalogne race delta PI 478878,Daucus_carota,Imperator,carrot,hp,m,v,l,nh,raw data,phys,0,3.536734181,1.5249,6,0.094816688,0.08713,6,Density of Trichomes (trichomes mm^-2)
1504,58,Turcotte et al,2014,Asteraceae,Cichorium_intybus,Wild collected,Cichorium_intybus,PI 651937,chickory,hp,nr,nf,l,nh,raw data,phys,0,0.611040877,0.43181,6,0.368731563,0.29219,6,Density of Trichomes (trichomes mm^-2)
1505,58,Turcotte et al,2014,Asteraceae,Lactuca_serriola,PI 667819,Lactuca_sativa,Iceburg,lettuce,ha,m,v,l,h,raw data,phys,0,0.094816688,0.14824,6,0,0,6,Density of Trichomes (trichomes mm^-2)
1506,58,Turcotte et al,2014,Brassicaceae,Brassica_tournefortii,PI 426414,Brassica_napus,nr,rapeseed,ha,nr,o,l,nh,raw data,phys,0,0.168563,0.08636,6,0.010535188,0.02581,6,Density of Trichomes (trichomes mm^-2)
1507,58,Turcotte et al,2014,Brassicaceae,Raphanus_raphanistrum,nr,Raphanus_sativus,Sparkler White Tip,radish,ha,m,v,l,nh,raw data,phys,0,0.158027813,0.17311,6,0.115887063,0.04758,6,Density of Trichomes (trichomes mm^-2)
1508,58,Turcotte et al,2014,Cucurbitaceae,Cucumis_sativus hardwickii,PI 504564,Cucumis_sativus,Market-more,cucumber,ha,m,v,l,nh,raw data,phys,0,2.770754319,0.64762,6,4.635482512,2.17713,6,Density of Trichomes (trichomes mm^-2)
1509,58,Turcotte et al,2014,Fabaceae,Cicer_reticulatum,PI 593709; PI 510656; PI 599072,Cicer_arietinum,CN 114662 CDC Anna,chickpea,ha,nr,l,l,nh,raw data,phys,0,8.112094395,0.73897,6,7.690686894,2.72371,6,Density of Trichomes (trichomes mm^-2)
1510,58,Turcotte et al,2014,Fabaceae,Phaseolus_vulgaris,aborigineus- PI 535411; PI 535422; PI 535416,Phaseolus_vulgaris,Stringless green,common bean,ha,m,l,l,nh,raw data,phys,0,0.442477876,0.54082,6,2.949852507,0.66737,6,Density of Trichomes (trichomes mm^-2)
1511,58,Turcotte et al,2014,Fabaceae,Glycine_soja,Identity: 0093,Glycine_max,Grand Forks,soybean,ha,m,l,l,nh,raw data,phys,0,4.751369574,1.17879,6,0.906026127,0.20645,6,Density of Trichomes (trichomes mm^-2)
1512,58,Turcotte et al,2014,Linaceae,Linum_bienne,PI 650308,Linum_usitatissimum,S2700G,flax,ha,nr,o,l,nh,raw data,phys,0,0,0,6,0.015802781,0.03161,4,Density of Trichomes (trichomes mm^-2)
1513,58,Turcotte et al,2014,Poaceae,Zea_mays,parviglumis Ames 21798,Zea_mays,Sunnyvee,maize,ha,m,g,l,nh,raw data,phys,0,0.115887063,0.22408,6,0.073746313,0.06215,6,Density of Trichomes (trichomes mm^-2)
1514,58,Turcotte et al,2014,Poaceae,Triticum_monococcum aegilopoides,PI 654312 to PI 654326,Triticum_monococcum,PI 428155 to PI 428164,einkorn wheat,ha,nr,g,l,nh,raw data,phys,0,64.55962916,14.8991,6,97.36620312,18.48783,6,Density of Trichomes (trichomes mm^-2)
1515,58,Turcotte et al,2014,Poaceae,Avena_sterilis,CN 3653 Australian 2651,Avena_sativa,nr,oat,ha,nr,g,l,nh,raw data,phys,0,5.509903076,2.5904,6,3.297513696,1.08783,6,Density of Trichomes (trichomes mm^-2)
1516,58,Turcotte et al,2014,Poaceae,Pennisetum_violaceum,CN 87824 S-88-197,Pennisetum_glaucum,CN 84424 IDC 423 ,pearl millet,ha,nr,g,l,nh,raw data,phys,0,0.337126001,0.23539,6,0.884955752,0.6384,6,Density of Trichomes (trichomes mm^-2)
1517,58,Turcotte et al,2014,Solanaceae,Capsicum_annuum glabriusculum,PI 593491,Capsicum_annuum,Yankee Bell,bell pepper,hp,m,v,l,nh,raw data,phys,0,0.242309313,0.24125,6,0,0,6,Density of Trichomes (trichomes mm^-2)
1518,58,Turcotte et al,2014,Solanaceae,Solanum_candolleanum,PI 498226; PI 498227,Solanum_tuberosum,"Female Norvalley, Male Atlantic",potato,hp,nr,v,l,nh,raw data,phys,0,9.450063211,4.89382,6,2.760219132,1.01977,6,Density of Trichomes (trichomes mm^-2)
1519,58,Turcotte et al,2014,Solanaceae,Nicotiana_sylvestris,Only the lonely,Nicotiana_tabacum,Xanthi,tobacco,ha,nr,nf,l,h,raw data,phys,0,9.19721871,5.12295,6,3.508217446,2.05441,6,Density of Trichomes (trichomes mm^-2)
1520,58,Turcotte et al,2014,Solanaceae,Solanum_pimpinellifolium,LA 2533,Solanum_lycopersicum,Brandywine,tomato,ha,m,v,l,nh,raw data,phys,0,1.91740413,1.04071,6,7.321955331,4.99415,6,Density of Trichomes (trichomes mm^-2)
1521,58,Turcotte et al,2014,Malvaceae,Abelmoschus_tuberculatu,PI 639677; PI 639678,Abelmoschus_esculentus,PI 489794; PI 489854,okra,ha,nr,v,l,nh,raw data,phys,0,0.663716814,0.29036,6,0.052675938,0.06215,6,Density of Trichomes (trichomes mm^-2)
1522,58,Turcotte et al,2014,Poaceae,Echinochloa_crus-galli,PI 211025,Echinochloa_esculenta,PI 647850,japanese barnyard millet,ha,nr,g,l,nh,raw data,phys,0,0.221238938,0.15866,6,0.463548251,0.57888,6,Density of Trichomes (trichomes mm^-2)
1523,59,Gotyal et al,2015,Malvaceae,Corchorus_aestuans,WCIN-179,Corchorus_olitorius,JRO-204,jute,ha,nr,nf,l/v,h,t1,herb.perform,1,13.33,30.54,4,56.66,23.08,4,average larval survival (%) when reared on C. olitorius or C. aestuans
1524,59,Gotyal et al,2015,Malvaceae,Corchorus_tridens,WCIN-188,Corchorus_olitorius,JRO-205,jute,ha,nr,nf,l/v,h,t1,herb.perform,1,3.33,11.54,4,56.66,23.08,4,average larval survival (%) when reared on C. olitorius and C. tridens
1525,59,Gotyal et al,2015,Malvaceae,Corchorus_pseudo-olitorius,WCIN-182,Corchorus_olitorius,JRO-206,jute,ha,nr,nf,l/v,h,t1,herb.perform,1,50,20,4,56.66,23.08,4,average larval survival (%) when reared on C. olitorius and C. pseudo-olitorius
1526,59,Gotyal et al,2015,Malvaceae,Corchorus_fascicularis,WCIN-202,Corchorus_olitorius,JRO-207,jute,ha,nr,nf,l/v,h,t1,herb.perform,1,70,20,4,56.66,23.08,4,average larval survival (%) when reared on C. olitorius and C. fascicularis
1527,59,Gotyal et al,2015,Malvaceae,Corchorus_trilocularis,WCIN-186,Corchorus_olitorius,JRO-208,jute,ha,nr,nf,l/v,h,t1,herb.perform,1,96.66,11.54,4,56.66,23.08,4,average larval survival (%) when reared on C. olitorius and C. triocularis
1528,59,Gotyal et al,2015,Malvaceae,Corchorus_aestuans,WCIN-179,Corchorus_olitorius,JRO-209,jute,ha,nr,nf,l/v,h,t1,herb.perform,1,16.67,30.56,4,268.57,22.38,4,average larval weight (mg) when reared on C. olitorius or C. aestuans
1529,59,Gotyal et al,2015,Malvaceae,Corchorus_tridens,WCIN-188,Corchorus_olitorius,JRO-210,jute,ha,nr,nf,l/v,h,t1,herb.perform,1,3.33,11.56,4,268.57,22.38,4,average larval weight (mg) when reared on C. olitorius and C. tridens
1530,59,Gotyal et al,2015,Malvaceae,Corchorus_pseudo-olitorius,WCIN-182,Corchorus_olitorius,JRO-211,jute,ha,nr,nf,l/v,h,t1,herb.perform,1,111.7,36.34,4,268.57,22.38,4,average larval weight (mg) when reared on C. olitorius and C. pseudo-olitorius
1531,59,Gotyal et al,2015,Malvaceae,Corchorus_fascicularis,WCIN-202,Corchorus_olitorius,JRO-212,jute,ha,nr,nf,l/v,h,t1,herb.perform,1,131.33,24.94,4,268.57,22.38,4,average larval weight (mg) when reared on C. olitorius and C. fascicularis
1532,59,Gotyal et al,2015,Malvaceae,Corchorus_trilocularis,WCIN-186,Corchorus_olitorius,JRO-213,jute,ha,nr,nf,l/v,h,t1,herb.perform,1,154,26.16,4,268.57,22.38,4,average larval weight (mg) when reared on C. olitorius and C. triocularis
1533,59,Gotyal et al,2015,Malvaceae,Corchorus_aestuans,WCIN-179,Corchorus_olitorius,JRO-214,jute,ha,nr,nf,l/v,h,t2,herb.perform,1,0,0,4,72.16,19.28,4,average adult emergence (%) when reared on C. olitorius or C. aestuans
1534,59,Gotyal et al,2015,Malvaceae,Corchorus_tridens,WCIN-188,Corchorus_olitorius,JRO-215,jute,ha,nr,nf,l/v,h,t2,herb.perform,1,0,0,4,72.16,19.28,4,average adult emergence (%) when reared on C. olitorius and C. tridens
1535,59,Gotyal et al,2015,Malvaceae,Corchorus_pseudo-olitorius,WCIN-182,Corchorus_olitorius,JRO-216,jute,ha,nr,nf,l/v,h,t2,herb.perform,1,0,0,4,72.16,19.28,4,average adult emergence (%) when reared on C. olitorius and C. pseudo-olitorius
1536,59,Gotyal et al,2015,Malvaceae,Corchorus_fascicularis,WCIN-202,Corchorus_olitorius,JRO-217,jute,ha,nr,nf,l/v,h,t2,herb.perform,1,0,0,4,72.16,19.28,4,average adult emergence (%) when reared on C. olitorius and C. fascicularis
1537,59,Gotyal et al,2015,Malvaceae,Corchorus_trilocularis,WCIN-186,Corchorus_olitorius,JRO-218,jute,ha,nr,nf,l/v,h,t2,herb.perform,1,40,34.64,4,72.16,19.28,4,average adult emergence (%) when reared on C. olitorius and C. triocularis
1538,59,Gotyal et al,2015,Malvaceae,Corchorus_aestuans,WCIN-179,Corchorus_olitorius,JRO-219,jute,ha,nr,nf,l/v,h,text,herb.pref,1,1.6,0.15492,60,53.9,25.56169,60,"average larval feeding preference (%) in a multiple-choice test with 6 plant species, comparing C. olitorius and C. aestuans"
1539,59,Gotyal et al,2015,Malvaceae,Corchorus_tridens,WCIN-188,Corchorus_olitorius,JRO-220,jute,ha,nr,nf,l/v,h,text,herb.pref,1,7.2,11.61895,60,53.9,25.56169,60,"average larval feeding preference (%) in a multiple-choice test with 6 plant species, comparing C. olitorius and C. tridens"
1540,59,Gotyal et al,2015,Malvaceae,Corchorus_pseudo-olitorius,WCIN-182,Corchorus_olitorius,JRO-221,jute,ha,nr,nf,l/v,h,text,herb.pref,1,10,13.16814,60,53.9,25.56169,60,"average larval feeding preference (%) in a multiple-choice test with 6 plant species, comparing C. olitorius and C. pseudo-olitorius"
1541,59,Gotyal et al,2015,Malvaceae,Corchorus_fascicularis,WCIN-202,Corchorus_olitorius,JRO-222,jute,ha,nr,nf,l/v,h,text,herb.pref,1,12.1,37.18064,60,53.9,25.56169,60,"average larval feeding preference (%) in a multiple-choice test with 6 plant species, comparing C. olitorius and C. fascicularis"
1542,59,Gotyal et al,2015,Malvaceae,Corchorus_trilocularis,WCIN-186,Corchorus_olitorius,JRO-223,jute,ha,nr,nf,l/v,h,text,herb.pref,1,15,7.74597,60,53.9,25.56169,60,"average larval feeding preference (%) in a multiple-choice test with 6 plant species, comparing C. olitorius and C. triocularis"
